distance_miles,order_subtotal,wait_time_minutes,weather,time_of_day,day_of_week,communication_rating,item_count,messages_sent,tip_percent,tip_amount
8.156769354830073,8.228232439010668,7.014181147488214,clear,morning,Wed,3,4,1,26.431319494687536,2.17483040472043
4.67540162293002,12.472302515018605,14.176269628949584,rain,morning,Wed,3,5,0,19.32749688273044,2.410583879794931
2.293630125682383,15.873522928520194,7.457849097552705,rain,morning,Fri,1,2,0,16.010254028430314,2.5413913441172142
2.411767057771214,8.67767492444899,6.43389180940564,snow,afternoon,Tue,3,2,1,21.412739318289738,1.8581279104608583
6.4442003424572665,28.83887974677313,3.8713650254038017,clear,morning,Thu,3,3,0,18.909531939344404,5.45329717666519
2.842082389488954,22.002832136600603,2.623797372431291,snow,morning,Mon,3,5,2,21.04715811079904,4.630970868644031
5.83085093657445,13.5632900496507,17.867340836917137,snow,afternoon,Sat,4,4,0,17.81339407911804,2.416082306638084
6.915606791162445,28.872726315486165,3.5417185731468743,rain,morning,Tue,5,6,1,22.53334092753827,6.5059898557435565
2.7315000970703474,18.921541984268117,10.727690481066574,clear,morning,Fri,5,2,2,16.94326981938355,3.2059279123824873
2.550875680090395,16.467795906044735,11.074800879454182,clear,morning,Mon,3,3,0,15.338142772892441,2.5258540476176776
5.128448222666956,13.191898256082961,16.784941198442013,clear,morning,Tue,1,8,1,13.952612073999589,1.8406143888679727
3.5987425841378338,19.08260052427078,13.882749018417183,clear,morning,Thu,1,3,2,15.891995411439913,3.0326059997005212
3.5449618266438208,18.495888393920577,5.538072270871697,clear,morning,Mon,3,1,0,12.525273368609282,2.316660583291429
4.152693147477484,20.87815667443876,8.986793867270912,clear,night,Wed,1,1,1,13.601878595218045,2.8398215237765734
4.178299084406969,21.06186608386199,3.596128941214678,clear,morning,Mon,1,4,1,12.545799887322671,2.642379571417209
7.402717823471674,15.694457571288787,9.791718846077151,clear,morning,Thu,2,5,1,16.348063326288607,2.5657398624717875
2.797540974975635,5.360088551754468,10.122695076153517,snow,night,Sat,1,6,2,25.051963458221117,1.3428074253138227
0.3799789677018244,12.729763843505783,11.07852087210805,clear,morning,Sat,5,3,0,14.953550012244085,1.903551602779202
3.658634720158993,33.53201156946609,17.367654490986705,clear,afternoon,Thu,2,2,1,5.762657410168123,1.9323349494862703
2.4243551940529358,28.858448875014897,11.372704972957871,rain,afternoon,Tue,3,3,1,16.33977460588137,4.715405500930943
3.3868088654528665,10.880219086624109,14.182896379492892,clear,night,Sun,3,7,0,17.323789444342946,1.8848662456499738
4.00285379035044,28.195708835364087,9.808664538579617,rain,afternoon,Mon,3,2,4,16.364300308031606,4.61403046779718
2.118365618987139,47.94809764828438,14.14807294840481,snow,night,Sun,2,1,1,18.00552941138524,8.63330882426156
4.984262110019731,67.66656655550477,6.516115205087568,clear,afternoon,Mon,1,3,1,19.588410517464016,13.254804839965285
5.498876635615799,16.002746836153072,0.3826433452135021,rain,morning,Sat,3,7,2,18.161855569776492,2.906395767579098
3.0335367818488406,8.544843299058847,8.61461176112016,clear,night,Mon,4,3,2,27.97872921857058,2.390738568794848
2.8191489927527402,41.20911845752716,9.948963801313104,clear,night,Sun,4,0,2,27.400425688531026,11.291473879853454
0.497807181696857,29.075958855601957,8.502562598956942,clear,afternoon,Sat,4,1,0,17.87099709826037,5.196163763376005
3.9155432968482002,7.783503284450787,7.5012510841605256,clear,afternoon,Tue,1,2,2,20.755390058561364,1.6154964669086957
2.545105692723864,24.269792571538787,12.440591478822968,clear,morning,Tue,1,2,0,4.973203956831851,1.2069862844826496
3.142187463284583,20.91265509349998,13.097334747691322,clear,morning,Sun,1,4,0,14.949807120051524,3.126401600159878
5.672746031277281,15.253470490546006,4.128896720000294,rain,afternoon,Thu,4,6,1,28.386068347186168,4.3298605587642625
3.7512794396451046,29.569261369416413,9.676993385373677,clear,night,Fri,1,1,0,13.37817249837435,3.955826792495698
1.7553419769515781,22.513548260080892,12.336555480733667,rain,afternoon,Sat,3,3,1,16.25986913078153,3.6606734837844956
6.926203563028269,16.350926061791338,4.999399581157489,clear,morning,Sat,1,2,1,14.13462638547818,2.3111423093999868
1.2975028766657903,37.882491740503546,11.693253699949423,rain,afternoon,Fri,5,7,1,22.071015135264044,8.36105048566169
5.765476978940123,11.990087563761488,10.77412365597091,rain,night,Fri,2,2,0,21.425090104147877,2.5688870641021277
1.3302235657923864,35.0788953182619,14.04619698376576,rain,night,Mon,4,4,1,15.17511836822338,5.3232638868114135
4.457038817624015,24.529034270881958,6.100111368316807,clear,afternoon,Tue,5,1,2,13.328801737323728,3.269426346046047
6.465839220422919,22.16978289180681,14.619268669914804,clear,afternoon,Tue,5,3,0,22.402577116131848,4.966602708816026
1.723886545505131,31.138644153147265,11.103445143722357,clear,morning,Wed,4,3,3,15.498246966626906,4.825943972913892
1.0648668336284848,25.918324384869937,10.374981404250251,snow,night,Mon,1,4,2,17.716910870239992,4.591926430327085
1.4762986913783505,12.327140577125942,10.75856564969094,clear,night,Sun,2,3,0,24.25506747484713,2.9899562647011573
7.198021374117962,12.437605400800823,8.94768554808461,rain,afternoon,Tue,2,8,1,21.51372797589093,2.675792592643008
1.9956064886134162,47.03015871717322,13.973448809899029,rain,night,Sat,5,3,3,21.127452067268347,9.936274240130999
4.600528689582825,38.06845816951234,10.794878839444294,rain,afternoon,Tue,3,2,0,21.110657199068807,8.036501705136654
1.960749606663571,37.81683597164071,13.324380660384618,clear,morning,Thu,4,2,0,18.774674049364343,7.099987689458308
3.4605826050919712,19.874767246438736,6.358378899579925,clear,afternoon,Fri,3,3,2,16.215683497160022,3.2228293524797316
4.738956290969017,26.790774526076184,9.029693982703291,clear,afternoon,Tue,1,5,1,13.369481300823148,3.5817875906094474
1.3362508111915692,17.43571027772022,10.030080839267946,rain,afternoon,Sat,2,3,0,25.610472206597237,4.465367734698354
3.952936833951295,17.661889535362526,7.418403743807662,rain,night,Tue,4,2,1,16.01144975178501,2.8279245681703458
0.5217228862441008,28.131818046772356,10.578839723127603,snow,morning,Sun,3,8,1,24.458091317345556,6.88050574710908
0.37776709764444183,20.114577952425293,17.454899083176983,snow,night,Wed,2,2,4,20.55716055001589,4.134986083638166
3.732074066744592,46.06458812427647,8.305346997515656,clear,night,Thu,1,3,1,19.245853242250224,8.865523027045274
7.479014657716748,11.564539075085047,5.180220261562767,clear,night,Tue,1,1,2,19.63380173919714,2.2705586740541808
1.5407028673275414,11.863271190939772,16.397530432125528,clear,morning,Tue,4,3,0,20.885653714890864,2.47772174019809
3.659497016129069,13.240832574295265,15.414472599240764,clear,afternoon,Mon,4,2,1,22.238879382904507,2.944612785489854
7.172383918273949,36.86838652069223,9.724632361854935,clear,afternoon,Thu,4,1,0,17.22439134734714,6.3503551777766125
1.1115251448816523,24.679962472006643,13.556468757981792,snow,night,Tue,4,4,1,19.700378610100966,4.8620460478161425
2.909480216015715,19.36922503226712,12.143097843767487,clear,afternoon,Sun,4,2,0,15.272878132005305,2.9582381342920225
3.3000972016023082,29.792234146261816,15.045360294975636,clear,afternoon,Tue,1,1,0,15.156670086968532,4.51551064108609
5.978311866430783,33.53926955296703,7.764968053555107,clear,afternoon,Wed,2,1,2,13.909827047628754,4.665254387855723
4.744326568393806,18.60751933441711,8.21092404155362,clear,afternoon,Sun,1,3,3,16.19122665341634,3.0127856300137417
0.9862428385295128,21.935827126480955,14.669691562914917,clear,night,Sun,3,4,1,15.868150111366614,3.4808099765998755
3.2716649610811546,17.031005116091908,15.488390925884765,clear,afternoon,Tue,4,5,1,15.758570692602921,2.6838429808801636
3.8127404552007893,18.64155406044249,5.068022851244865,clear,afternoon,Fri,4,6,2,16.54751441667783,3.084713845644513
5.4224424880012725,11.648833656247211,0.0,clear,afternoon,Wed,4,5,3,20.643776355113225,2.404759167974833
2.91577794982128,18.008975507254096,8.36552632989994,snow,night,Tue,1,3,0,18.21415704886849,3.280183081783522
4.014181528544134,24.51914060173066,13.550818739259649,clear,night,Fri,5,2,1,16.834236314830502,4.127610071260893
3.1212811182637874,9.22889944511593,6.461365812060954,clear,afternoon,Wed,3,2,0,21.04719842579243,1.9424247787304063
4.026514012870174,23.753329616010745,5.602159621126963,clear,afternoon,Thu,4,3,1,18.451465157638978,4.382837337877363
3.9653601469463498,11.365808148407195,0.0,clear,morning,Tue,3,2,3,26.030054333179432,2.958526036435328
2.643255999510028,15.98241710001954,5.208078742383078,clear,afternoon,Sat,4,1,0,20.30783423495595,3.245682771411222
5.1081174182407745,23.16477031144409,2.8277936392309355,rain,night,Sat,2,2,1,19.326144538966524,4.476856992509291
4.059199587495415,58.29563626375784,10.936259116115918,clear,afternoon,Fri,4,3,2,19.551769704602652,11.397828550122762
5.01375514491229,32.492978438470736,6.698164086570103,clear,afternoon,Mon,1,1,1,12.189825411436033,3.960837342625137
3.0644601455195395,25.014441721655654,2.2533595839201848,clear,night,Fri,4,3,0,14.520889791098135,3.6323195142600886
2.808300765607685,31.07086378909208,7.156836896365123,clear,afternoon,Thu,5,2,1,17.65632823443512,5.485973695876342
4.598885268659138,18.284670904212476,14.228976341246023,clear,afternoon,Mon,5,3,2,16.04337036929649,2.9334774739698006
3.483098529456634,13.675354637575376,9.489357782817557,clear,afternoon,Mon,3,0,1,19.33187913599468,2.6437030299547146
4.882753234209215,21.515662746494836,9.889368433040948,clear,afternoon,Fri,4,3,0,16.136622548148868,3.471901286134552
2.8821249766061414,23.25615351645806,10.939689395484418,clear,afternoon,Sat,1,2,1,11.73970484609415,2.7302037813867224
2.3398264449075854,11.835820388500204,8.173787905574923,clear,night,Fri,3,0,1,23.86082194229253,2.82412402830959
5.225470231168233,21.23178773910585,8.205845453315337,clear,morning,Tue,4,0,0,13.80003258375643,2.92999362611061
3.835470471648491,21.36210356561434,12.85301857114274,rain,afternoon,Fri,5,2,2,19.09675640513101,4.079468880937177
0.1,17.660081673740326,7.957293563497058,snow,night,Thu,4,2,0,17.5767325308096,3.1040653205158604
0.8604750162975021,25.320485979662973,7.114930650118923,rain,afternoon,Sat,1,4,2,15.828358331088836,4.007817252034164
2.507849502876908,41.41283948454509,0.6809418104816682,rain,afternoon,Wed,2,1,2,18.86590475258693,7.812906852495988
3.9698499552973945,22.33549131088555,17.86490429080864,clear,afternoon,Sun,3,8,0,16.34894191236968,3.6516165002590553
3.7414291092183536,19.122708646114624,16.404019056801012,clear,afternoon,Sat,2,2,1,11.92085666549167,2.279590688262907
1.5639386297316191,20.51719666368397,10.030445484718683,clear,night,Tue,4,2,7,15.54015372712989,3.1884039020340538
3.1541935088980946,13.174369070244854,8.107808537481253,clear,morning,Thu,2,4,0,20.513617325415613,2.702539656107944
5.023946732581812,14.859952673835533,9.308589792672441,snow,afternoon,Fri,5,2,2,26.228653133153948,3.897565442571157
3.595692662128009,8.901566125508392,8.474726734631728,clear,afternoon,Wed,1,4,2,13.60343476917879,1.21091874131885
2.794584299417437,24.47165369061615,12.275757372499852,clear,night,Tue,3,6,0,14.127167735682917,3.4571515645687825
3.8444911225724985,32.25892843104595,15.285744235046955,clear,morning,Fri,2,2,1,14.669411378364906,4.732194917802446
0.6160915516301038,8.787800142534428,0.9694706838378515,rain,morning,Sun,2,3,1,19.707233208955355,1.7318322680261706
4.891657968446642,20.65247272643945,14.894529472323274,clear,night,Wed,3,2,0,12.812132241278771,2.646022116805453
1.6512313592377204,13.512667501631949,7.814158195860738,clear,night,Fri,5,1,1,18.849346065210817,2.5470494600238824
4.19265463761646,11.907428448909817,5.822239819526173,snow,night,Mon,4,2,1,21.253573270752888,2.530754030051522
3.7580243528923845,25.281302381053596,5.766577930542835,clear,night,Tue,1,3,2,19.603810585732333,4.956098632387985
5.077878041125983,23.195431269646935,14.034747350624418,clear,afternoon,Wed,5,3,1,14.601542757378962,3.386890814595947
4.833715246453181,38.70997861805765,4.622022564738813,snow,night,Tue,1,2,1,15.813230087224362,6.121297985588809
3.1906098923584487,13.561046889812445,14.775171514852822,snow,afternoon,Mon,2,1,0,19.161689474294615,2.5985256944893487
1.1127243206911106,13.847857808466003,9.183331037233554,clear,afternoon,Thu,4,1,1,20.97435250089733,2.904498510570695
4.05162617161429,40.80272823524555,14.45803545834066,clear,morning,Fri,4,3,0,14.503364520406276,5.917768410228397
3.5248503561017857,34.36254445577203,6.728984372773963,clear,afternoon,Fri,5,3,0,16.716220527625453,5.744118710130186
4.401502056782985,56.333992142459536,6.791461232311725,clear,afternoon,Fri,1,6,1,12.096147334812493,6.814242689133598
3.1631683248358984,14.030415950157582,6.421109945750915,clear,morning,Wed,4,4,1,21.263119176250555,2.9833040644056736
1.3646047112382043,10.25289698169956,14.70844939538268,rain,afternoon,Thu,5,3,0,27.056323356668628,2.7740569607947507
1.8424871312357718,35.757476052138564,5.2099673759340925,snow,afternoon,Fri,4,3,2,13.576055535533975,4.854454806943592
4.301517794576366,16.951749277707336,10.455569100795811,clear,night,Sun,2,6,1,16.01180029416339,2.7142802407137836
4.078818713892035,13.718695545174494,5.4608024966098965,rain,morning,Mon,3,3,0,16.80268792100354,2.3051095992882855
2.895256586217495,27.534218779044746,17.44083374396083,clear,night,Sun,1,7,2,9.68411624443846,2.6664457535606974
6.496688950962115,73.6173964488587,11.059550202651984,clear,afternoon,Sat,5,3,2,14.450742019924231,10.638260042609433
0.1,34.84768221243783,11.66067738210141,clear,afternoon,Wed,1,2,1,12.69112538886008,4.422563044691976
3.3823983364536048,10.694394888501074,10.944080136463008,rain,morning,Fri,4,3,0,19.895435820786002,2.1276964714631497
4.519861187895483,29.133140945418692,13.08442605048237,rain,morning,Sun,2,2,1,20.660491959614696,6.019050242611446
6.282121381643583,9.600683851164513,7.5355275239026085,snow,morning,Sun,2,3,0,24.17409484884554,2.3208784203183064
5.611212884567445,23.10731670174798,5.826104007029083,rain,morning,Tue,5,0,0,18.676182403041345,4.31556461566689
5.6960459094140345,31.189156896685272,10.83710773961414,clear,afternoon,Fri,4,3,2,20.971422639710656,6.540809910566333
6.918186615004808,12.47137273913269,6.977709616413723,snow,afternoon,Sun,2,5,4,22.355187457427085,2.787998754347572
2.710259311486209,31.97012812223009,9.9489621418061,clear,night,Wed,5,0,2,20.65782132667988,6.604331945400929
6.6285529840039805,9.684070439656637,12.376942981017429,rain,afternoon,Thu,2,4,2,22.85025026335598,2.2128343311412193
0.8621854692536628,8.589799056834044,4.632410483469685,clear,afternoon,Fri,1,5,3,23.663450055515955,2.0326428096831046
5.196308599826139,13.612532481201558,14.49705698853558,clear,afternoon,Sun,1,8,0,18.177114040852036,2.474365552956032
2.989422317728744,28.049839974699292,15.692714101259831,snow,afternoon,Mon,3,3,1,17.22605545451707,4.831880988944997
4.711022997988108,7.973987737881229,11.001762203085411,clear,morning,Thu,2,3,4,16.573886516015012,1.3215996784773876
6.697704388112808,28.339202380860105,4.965067275274139,rain,night,Fri,2,1,0,19.4844080304273,5.521725824455351
2.77553600835904,24.45875494144223,12.307932093262476,clear,night,Tue,2,4,1,21.28271680006027,5.205487547007897
0.11488018135656608,21.86021954191478,8.556754976360043,rain,afternoon,Tue,3,3,1,16.009120025184117,3.4996287842338907
4.715026036638182,27.349828654583394,15.14962071887344,rain,afternoon,Wed,3,1,2,15.845484483981192,4.333712855857454
2.0533553878162785,5.855179157456966,9.250116482146565,clear,afternoon,Thu,2,2,0,20.463885892467243,1.1981971815815184
7.74499359234452,32.041938187736555,7.669027375338687,clear,morning,Wed,1,6,1,20.070030214488106,6.43082667558633
1.2887137747079747,49.397187120240986,13.104017461917426,clear,night,Fri,1,2,1,13.617774302653256,6.726797453893721
